,zipcode,median_income,mean_income,population,City_zill,State_zill,Metro_zill,CountyName_zill,SizeRank_zill,2010-02_zill,2010-03_zill,2010-04_zill,2010-05_zill,2010-06_zill,2010-07_zill,2010-08_zill,2010-09_zill,2010-10_zill,2010-11_zill,2010-12_zill,2011-01_zill,2011-02_zill,2011-03_zill,2011-04_zill,2011-05_zill,2011-06_zill,2011-07_zill,2011-08_zill,2011-09_zill,2011-10_zill,2011-11_zill,2011-12_zill,2012-01_zill,2012-02_zill,2012-03_zill,2012-04_zill,2012-05_zill,2012-06_zill,2012-07_zill,2012-08_zill,2012-09_zill,2012-10_zill,2012-11_zill,2012-12_zill,2013-01_zill,2013-02_zill,2013-03_zill,2013-04_zill,2013-05_zill,2013-06_zill,2013-07_zill,2013-08_zill,2013-09_zill,2013-10_zill,2013-11_zill,2013-12_zill,2014-01_zill,2014-02_zill,2014-03_zill,2014-04_zill,2014-05_zill,2014-06_zill,2014-07_zill,2014-08_zill,2014-09_zill,2014-10_zill,2014-11_zill,2014-12_zill,2015-01_zill,2015-02_zill,2015-03_zill,2015-04_zill,2015-05_zill,2015-06_zill,2015-07_zill,2015-08_zill,2015-09_zill,2015-10_zill,2015-11_zill,2015-12_zill,2016-01_zill,2016-02_zill,2016-03_zill,2016-04_zill,2016-05_zill,2016-06_zill,2016-07_zill,2016-08_zill,2016-09_zill,2016-10_zill,2016-11_zill,2016-12_zill,2017-01_zill,2017-02_zill,2017-03_zill,2017-04_zill,2017-05_zill,2017-06_zill,2017-07_zill,2017-08_zill,2017-09_zill,2017-10_zill,2017-11_zill,2017-12_zill,2018-01_zill,2018-02_zill,2018-03_zill,2018-04_zill,2018-05_zill,2018-06_zill,2018-07_zill,2018-08_zill,2018-09_zill,2018-10_zill,2018-11_zill,2018-12_zill,2019-01_zill,restaurant_count,recycling_bin_count
25,10027,38550.3989,57766.9366,57049,New York,NY,New York-Newark-Jersey City,New York County,198.0,,,,,,,,,,,,,,,,,,,2247.5,2200.0,1977.5,2200.0,1995.0,1875.0,1875.0,2000.0,1900.0,1900.0,2200.0,2150.0,2250.0,2300.0,2480.0,2400.0,2200.0,2250.0,2295.0,2229.0,2250.0,2300.0,2450.0,2450.0,2467.0,2350.0,2425.0,2375.0,2472.5,2500.0,2500.0,2495.0,2500.0,2650.0,2673.0,2575.0,2650.0,2600.0,2600.0,2595.0,2650.0,2650.0,2600.0,2597.5,2650.0,2700.0,2700.0,2650.0,2650.0,2625.0,2673.0,2673.0,2700.0,2698.0,2750.0,2772.5,2795.0,2725.0,2650.0,2547.5,2698.0,2650.0,2650.0,2597.5,2700.0,2600.0,2650.0,2650.0,2696.0,2700.0,2698.0,2725.0,2650.0,2650.0,2725.0,2700.0,2600.0,2600.0,2600.0,2600.0,2650.0,2673.0,2600.0,2698.0,2698.0,2600.0,2550.0,2500.0,2538.0,2600.0,169.0,2.0
26,10028,105456.4514,192257.802,40914,New York,NY,New York-Newark-Jersey City,New York County,162.0,,,,,,,,,,,,,2395.0,2397.5,2400.0,2472.5,2450.0,2450.0,2572.5,2497.5,2695.0,2595.0,2550.0,2450.0,2550.0,2500.0,2500.0,2600.0,2650.0,2650.0,2750.0,2700.0,2795.0,2700.0,2600.0,2600.0,2525.0,2500.0,2600.0,2550.0,2500.0,2400.0,2400.0,2700.0,2875.0,2995.0,2950.0,2950.0,2900.0,2895.0,2950.0,2900.0,2900.0,2825.0,2995.0,2995.0,2995.0,2995.0,2977.0,2995.0,2950.0,2950.0,2950.0,2995.0,2995.0,3000.0,2950.0,3000.0,2995.0,2950.0,2972.5,2972.5,3049.5,3000.0,3000.0,2900.0,2922.0,2995.0,2897.5,2944.0,2950.0,2950.0,2825.0,2995.0,2995.0,2972.5,2950.0,2950.0,2995.0,2985.0,3099.0,2972.5,2945.0,2944.0,2900.0,2922.0,2850.0,2900.0,2897.5,2900.0,2900.0,2948.0,2922.0,2900.0,2900.0,2895.0,2895.0,2895.0,198.0,0.0
27,10029,32876.522,56937.3035,76271,New York,NY,New York-Newark-Jersey City,New York County,21.0,,,,,,,,,,,,,,,,,,,2895.0,2575.0,2475.0,2625.5,2600.0,2600.0,2600.0,2395.0,2495.0,2500.0,2499.5,2600.0,2450.0,2495.0,2697.5,2800.0,2850.0,2800.0,2900.0,2900.0,2800.0,2800.0,2525.0,2500.0,2700.0,2900.0,3200.0,2995.0,2950.0,3095.0,3097.5,3047.5,2995.0,3000.0,3100.0,3295.0,3300.0,3400.0,3375.0,3375.0,3400.0,3375.0,3300.0,3200.0,3125.0,3197.5,3195.0,3295.0,3300.0,3300.0,3300.0,3300.0,3297.5,3300.0,3300.0,3400.0,3300.0,3300.0,3300.0,3350.0,3325.0,3300.0,3400.0,3300.0,3375.0,3300.0,3300.0,3147.5,3200.0,3116.0,3300.0,3300.0,3300.0,3350.0,3300.0,3300.0,3300.0,3295.0,3300.0,3300.0,3300.0,3247.5,3200.0,3297.5,3300.0,3200.0,3200.0,3300.0,3400.0,3375.0,208.0,3.0
28,10030,28525.1218,51240.6723,26058,New York,NY,New York-Newark-Jersey City,New York County,2234.0,,,,,,,,,,,,,,,,,,,,,,1525.0,1525.0,1645.0,1650.0,1700.0,1750.0,1777.0,1737.5,1709.0,1714.5,1700.0,1697.5,1670.0,1650.0,1650.0,1650.0,1650.0,1700.0,1700.0,1700.0,1600.0,1650.0,1700.0,1812.5,1785.0,1775.0,1775.0,1775.0,1775.0,1762.5,1800.0,1775.0,1700.0,1700.0,1785.0,1795.0,1785.0,1797.5,1850.0,1850.0,1864.5,1975.0,1962.5,1879.0,1950.0,1900.0,2100.0,2150.0,2200.0,2050.0,1879.0,2100.0,2000.0,1879.0,1775.0,1785.0,1700.0,1775.0,1950.0,1775.0,1879.0,1797.5,2000.0,1800.0,2100.0,1914.5,2050.0,1914.5,1800.0,2000.0,1950.0,1975.0,2075.0,2000.0,1987.0,1995.0,1895.0,1997.5,2100.0,1937.0,2000.0,1937.5,1975.0,1879.0,1999.0,1939.0,1800.0,37.0,4.0
29,10031,31526.0287,51413.2034,59450,New York,NY,New York-Newark-Jersey City,New York County,416.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2125.0,2000.0,2000.0,2000.0,2000.0,2050.0,2000.0,2000.0,2000.0,2100.0,2050.0,2225.0,2200.0,2237.5,2150.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2172.5,2150.0,2100.0,2195.0,2350.0,2195.0,2197.0,2200.0,2200.0,2200.0,2350.0,2000.0,2075.0,2000.0,2150.0,2000.0,2100.0,2050.0,2000.0,2000.0,2100.0,2100.0,2247.5,2395.0,2395.0,2375.0,2200.0,2200.0,2200.0,2050.0,2000.0,2000.0,2150.0,2125.0,2000.0,2195.0,2275.0,2200.0,2237.5,2225.0,2250.0,2195.0,2200.0,2000.0,118.0,1.0
30,10032,29535.9721,40902.4289,54744,New York,NY,New York-Newark-Jersey City,New York County,346.0,,,,,,,,,,,,,,,1395.0,1400.0,1397.5,1400.0,1550.0,1600.0,1495.0,1552.0,1575.0,1650.0,1597.5,1575.0,1595.0,1650.0,1750.0,1650.0,1650.0,1700.0,1650.0,1700.0,1750.0,1700.0,1800.0,1850.0,1825.0,1895.0,1895.0,1900.0,1900.0,1800.0,1800.0,1850.0,1885.0,1850.0,1850.0,1897.0,1900.0,1900.0,1925.0,1925.0,1895.0,1895.0,1850.0,1850.0,1872.5,1895.0,1895.0,1850.0,1850.0,1872.5,1900.0,1925.0,1950.0,1900.0,1962.5,1900.0,1897.5,1900.0,1950.0,1962.5,1895.0,1895.0,1895.0,1850.0,1897.5,1895.0,1895.0,1850.0,1850.0,1897.5,1975.0,1900.0,1900.0,1900.0,1975.0,1900.0,1900.0,1900.0,1895.0,1895.0,1895.0,1872.5,1872.5,1895.0,1950.0,1900.0,1897.5,1900.0,1925.0,1895.0,1895.0,1895.0,1900.0,1900.0,114.0,3.0
31,10033,36462.7783,53967.0876,59049,New York,NY,New York-Newark-Jersey City,New York County,656.0,,,,,,,,,,,,,,,,,,1525.0,1650.0,1650.0,1475.0,1650.0,1650.0,1650.0,1537.5,1600.0,1650.0,1675.0,1662.5,1650.0,1800.0,1850.0,1800.0,1750.0,1772.5,1750.0,1725.0,1725.0,1700.0,1800.0,1800.0,1850.0,1800.0,1600.0,1800.0,1800.0,1800.0,1800.0,1625.0,1674.5,1672.5,1800.0,1975.0,1950.0,2050.0,2000.0,1950.0,1975.0,1950.0,1850.0,1995.0,1950.0,1950.0,2000.0,1950.0,1850.0,1850.0,1900.0,1900.0,1900.0,1850.0,1900.0,1950.0,2000.0,1975.0,1875.0,1900.0,1950.0,1800.0,1800.0,1850.0,1800.0,1800.0,1837.5,1900.0,1875.0,2000.0,2000.0,2000.0,2100.0,2000.0,2000.0,2000.0,2050.0,2000.0,1975.0,2000.0,1937.5,2000.0,2100.0,2000.0,2075.0,2063.0,2063.0,1990.0,1980.0,1950.0,1950.0,120.0,0.0
32,10034,37865.7046,46838.4098,37785,New York,NY,New York-Newark-Jersey City,New York County,1320.0,,,,,,,,,,,,,,,,,,1325.0,1262.5,1395.0,1262.5,1325.0,1350.0,1395.0,1350.0,1300.0,1295.0,1350.5,1333.0,1347.5,1391.5,1475.0,1425.0,1375.0,1375.0,1375.0,1400.0,1475.0,1495.0,1450.0,1438.0,1450.0,1450.0,1449.0,1400.0,1450.0,1450.0,1425.0,1450.0,1450.0,1450.0,1450.0,1450.0,1450.0,1450.0,1495.0,1472.5,1472.5,1450.0,1497.5,1472.5,1450.0,1450.0,1450.0,1450.0,1450.0,1450.0,1450.0,1425.0,1425.0,1450.0,1450.0,1450.0,1450.0,1425.0,1450.0,1400.0,1400.0,1400.0,1425.0,1450.0,1450.0,1450.0,1450.0,1495.0,1495.0,1450.0,1450.0,1495.0,1450.0,1450.0,1450.0,1450.0,1450.0,1450.0,1450.0,1450.0,1450.0,1497.5,1450.0,1497.5,1472.5,1500.0,1500.0,1500.0,1500.0,1500.0,1450.0,111.0,6.0
33,10035,23301.5744,37221.7427,31078,New York,NY,New York-Newark-Jersey City,New York County,1661.0,,,,,,,,,,,,,,,,,,,,,,2187.5,2297.5,2075.0,2100.0,2200.0,2295.0,2100.0,2000.0,2250.0,2275.0,2172.5,2234.5,2125.0,2300.0,2275.0,2197.5,2297.5,2350.0,2300.0,2399.0,2300.0,2150.0,2100.0,1874.5,1995.0,1995.0,2100.0,2100.0,2100.0,2100.0,2100.0,1999.0,2000.0,2100.0,1995.0,1972.5,1874.5,1575.0,1825.0,2038.0,2000.0,1960.0,2100.0,2100.0,2100.0,2100.0,2100.0,2019.0,2038.0,2038.0,1995.0,2000.0,2100.0,1995.0,2031.5,2016.5,1899.0,2100.0,1825.0,1950.0,1899.5,1825.0,2100.0,2100.0,2275.0,2287.5,2300.0,2350.0,2300.0,2000.0,2100.0,2100.0,2100.0,2100.0,2100.0,2100.0,2100.0,2050.0,2100.0,2129.0,2100.0,2100.0,2038.0,2069.0,2100.0,2087.5,2115.5,87.0,5.0
34,10036,62393.3306,89879.286,18660,New York,NY,New York-Newark-Jersey City,New York County,591.0,,,,,,,,,,,,,,2900.0,3225.0,3150.0,3150.0,3200.0,3200.0,3295.0,3300.0,3475.0,3472.5,3325.0,3400.0,3200.0,3278.0,3278.0,3300.0,3300.0,3374.0,3350.0,3400.0,3350.0,3350.0,3290.0,3290.0,3295.0,3290.0,3295.0,3295.0,3250.0,3100.0,3250.0,3595.0,3700.0,3600.0,3650.0,3697.5,3700.0,3647.5,3550.0,3600.0,3597.5,3595.0,3697.5,3700.0,3595.0,3600.0,3695.0,3672.5,3700.0,3700.0,3600.0,3595.0,3595.0,3672.5,3597.5,3600.0,3600.0,3625.0,3500.0,3595.0,3597.5,3600.0,3450.0,3400.0,3390.0,3392.5,3350.0,3450.0,3572.5,3392.5,3437.5,3425.0,3425.0,3600.0,3600.0,3500.0,3550.0,3475.0,3400.0,3400.0,3350.0,3399.5,3400.0,3400.0,3425.0,3450.0,3400.0,3399.5,3500.0,3392.5,3300.0,3400.0,3400.0,3400.0,3450.0,608.0,0.0
35,10037,40079.7036,52944.5133,16994,New York,NY,New York-Newark-Jersey City,New York County,2606.0,,,,,,,,,,,,,,,,,,,,1567.5,1595.0,1622.5,1620.0,1592.5,1725.0,1800.0,1675.0,1737.5,1852.5,1805.0,1697.5,1700.0,1695.0,1675.0,1675.0,1675.0,1675.0,1650.0,1675.0,1684.0,1697.5,1652.5,1725.0,1725.0,1725.0,1725.0,1725.0,1725.0,1725.0,1725.0,1725.0,1725.0,1737.5,1725.0,1725.0,1725.0,1750.0,1737.5,1725.0,1725.0,1725.0,1725.0,1725.0,1725.0,1725.0,1750.0,1750.0,1725.0,1737.5,1725.0,1725.0,1762.5,1750.0,1762.5,1725.0,1737.5,1725.0,1725.0,1725.0,1725.0,1725.0,1725.0,1725.0,1750.0,1762.5,1837.0,1745.0,1762.5,1775.0,1750.0,1725.0,1725.0,1725.0,1725.0,1725.0,1725.0,1725.0,1725.0,1725.0,1725.0,1725.0,1725.0,1725.0,1750.0,1725.0,1725.0,1725.0,1725.0,31.0,3.0
36,10038,55937.3774,89760.0452,15435,New York,NY,New York-Newark-Jersey City,New York County,2210.0,,,,,,,,,,,,,,3000.0,2950.0,2950.0,3000.0,3100.0,3100.0,3100.0,3095.0,3195.0,3100.0,3150.0,3170.0,3105.0,3117.5,3095.0,3195.0,3195.5,3226.0,3228.0,3295.0,3249.0,3200.0,3250.0,3250.0,3200.0,3200.0,3250.0,3245.0,3200.0,3275.0,3295.0,3400.0,3300.0,3400.0,3400.0,3325.0,3300.0,3300.0,3300.0,3300.0,3300.0,3325.0,3295.0,3395.0,3425.0,3395.0,3362.5,3295.0,3325.0,3350.0,3400.0,3395.0,3385.0,3400.0,3375.0,3350.0,3450.0,3500.0,3450.0,3387.5,3425.0,3390.0,3350.0,3387.5,3295.0,3362.5,3325.0,3295.0,3297.5,3297.5,3295.0,3295.0,3300.0,3297.5,3325.0,3375.0,3400.0,3375.0,3350.0,3297.5,3297.5,3297.5,3300.0,3237.5,3387.5,3385.0,3325.0,3400.0,3395.0,3400.0,3400.0,3400.0,3387.5,3412.5,3325.0,207.0,3.0
37,10039,28691.9104,37075.3337,21738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,4.0
38,10040,37107.0105,48179.6812,46585,New York,NY,New York-Newark-Jersey City,New York County,1174.0,,,,,,,,,,,,,,1212.5,1250.0,1260.0,1295.0,1350.0,1350.0,1500.0,1295.0,1360.0,1350.0,1400.0,1395.0,1395.0,1325.0,1300.0,1325.0,1350.0,1400.0,1425.0,1400.0,1397.0,1399.5,1362.5,1393.0,1444.0,1450.0,1475.0,1500.0,1500.0,1595.0,1450.0,1550.0,1549.0,1500.0,1500.0,1524.5,1500.0,1524.5,1550.0,1500.0,1549.5,1549.5,1549.5,1600.0,1600.0,1600.0,1595.0,1550.0,1572.5,1595.0,1600.0,1600.0,1600.0,1600.0,1600.0,1597.5,1572.5,1550.0,1572.5,1549.5,1550.0,1550.0,1549.5,1549.0,1549.5,1562.5,1549.0,1549.0,1549.5,1550.0,1600.0,1600.0,1595.0,1572.5,1595.0,1597.5,1572.5,1597.5,1600.0,1595.0,1572.5,1595.0,1597.5,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1572.5,1597.5,1600.0,1600.0,77.0,0.0
39,10044,102485.7479,117866.0277,9519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,2.0
40,10065,108154.9505,191673.5228,31500,New York,NY,New York-Newark-Jersey City,New York County,1111.0,,,,,,,,,,4175.0,3875.0,3500.0,3325.0,3612.5,3947.5,3500.0,3500.0,3972.5,3600.0,4000.0,4200.0,4100.0,4295.0,3900.0,3525.0,3595.0,3675.0,3600.0,3725.0,3575.0,3650.0,3800.0,3800.0,3750.0,3650.0,3700.0,3700.0,3700.0,3695.0,3700.0,3500.0,3400.0,3600.0,3700.0,4100.0,4400.0,4200.0,4347.5,4400.0,4300.0,4500.0,4300.0,4295.0,4225.0,4750.0,4300.0,4225.0,4425.0,4500.0,5000.0,4300.0,4500.0,4700.0,4600.0,4500.0,4495.0,4550.0,4500.0,4800.0,4500.0,4500.0,4547.5,4500.0,4449.0,4300.0,4600.0,4000.0,4200.0,4225.0,4300.0,4475.0,4500.0,4300.0,4854.5,4500.0,4413.0,4500.0,4500.0,4500.0,4600.0,4200.0,4475.0,4500.0,4500.0,4500.0,4500.0,4300.0,4300.0,4250.0,4300.0,4300.0,4300.0,4300.0,4350.0,4700.0,4300.0,4300.0,4300.0,179.0,1.0
41,10069,54236.0986,108783.6728,1843,New York,NY,New York-Newark-Jersey City,New York County,3348.0,,,,,,,,,,,,,,3599.0,3675.0,3599.0,4232.5,3980.0,4100.0,4075.0,4100.0,4055.0,4040.0,4075.0,4375.0,4425.0,3930.0,4055.0,4077.5,4395.0,4105.0,3997.5,4330.0,4402.5,4387.5,4195.0,4195.0,4195.0,4395.0,4497.5,4580.0,4700.0,4745.0,4700.0,4075.0,4400.0,4925.0,4600.0,5050.0,5200.0,5200.0,4315.0,4315.0,4200.0,4300.0,4387.5,4600.0,4547.5,4600.0,4832.5,4650.0,4600.0,4250.0,4100.0,4100.0,4090.0,4070.0,4172.5,4112.5,4400.0,4805.0,4850.0,4782.5,4832.5,4805.0,4815.0,4500.0,4075.0,4080.0,4350.0,4395.0,4275.0,4017.5,4200.0,4000.0,4052.5,4075.0,4035.0,4080.0,4052.5,4070.0,4122.5,4387.5,4395.0,4380.0,4387.5,4832.5,4707.5,4395.0,4300.0,4447.5,4397.5,4597.5,4387.5,4100.0,4122.5,4070.0,4100.0,3.0,1.0
42,10075,112267.5519,188422.4971,25187,New York,NY,New York-Newark-Jersey City,New York County,1729.0,,,,,,,,,,,,,,2465.0,2350.0,2249.5,2270.0,2450.0,2587.5,2606.0,2595.0,2450.0,2547.5,2475.0,2372.5,2475.0,2500.0,2550.0,2425.0,2400.0,2400.0,2425.0,2425.0,2400.0,2475.0,2425.0,2500.0,2525.0,2650.0,2600.0,2500.0,2400.0,2462.5,2500.0,2575.0,2700.0,2665.0,2665.0,2682.5,2750.0,2900.0,2795.0,3000.0,2750.0,2725.0,2597.5,2665.0,2600.0,2600.0,2725.0,2750.0,2725.0,2800.0,2800.0,2800.0,2775.0,2750.0,2800.0,2850.0,2850.0,2850.0,2800.0,2850.0,2800.0,2750.0,2750.0,2600.0,2600.0,2600.0,2550.0,2600.0,2665.0,2500.0,2600.0,2725.0,2700.0,2750.0,2747.5,2800.0,2750.0,2750.0,2700.0,2800.0,2750.0,2657.5,2657.5,2750.0,2750.0,2700.0,2700.0,2700.0,2700.0,2697.5,2700.0,2657.5,2750.0,2700.0,2750.0,93.0,0.0
43,10110,36906.0,79288,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0
44,10128,105186.9788,180473.0702,59434,New York,NY,New York-Newark-Jersey City,New York County,27.0,,,,,,,,3500.0,3047.5,2895.0,2900.0,2900.0,2600.0,2600.0,2597.5,2650.0,2625.0,2775.0,2850.0,2850.0,2850.0,2900.0,2900.0,2700.0,2700.0,2632.5,2650.0,2750.0,2695.0,2700.0,2700.0,2750.0,2800.0,2800.0,2775.0,2750.0,2795.0,2700.0,2700.0,2650.0,2595.0,2450.0,2600.0,2795.0,2967.5,3000.0,2900.0,2900.0,2950.0,2940.0,2900.0,2895.0,2850.0,2950.0,2895.0,2950.0,2995.0,2940.0,2950.0,2950.0,2950.0,2897.5,2995.0,3000.0,3050.0,3055.0,3015.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,2849.0,3000.0,2895.0,2975.0,2995.0,2995.0,3000.0,3007.5,3095.0,3007.5,3000.0,3000.0,3000.0,2950.0,3000.0,3000.0,2997.5,2950.0,2900.0,2950.0,3000.0,3015.0,3055.0,3100.0,3007.5,3000.0,3000.0,2997.5,2997.5,148.0,0.0
45,10165,85565.0,151404,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
46,10170,104023.0,146411,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
47,10278,104405.0,143247,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,24.0
48,10280,98937.8355,138990.0141,4298,New York,NY,New York-Newark-Jersey City,New York County,3319.0,,,,,,,,,,,,,,2895.0,2875.0,2860.0,2892.5,3200.0,3275.0,3200.0,3000.0,2992.5,3195.0,3075.0,3200.0,3197.5,3190.0,3175.0,3250.0,3300.0,3500.0,3497.5,3595.0,3547.5,3287.5,3200.0,3200.0,3200.0,3200.0,3200.0,3200.0,3200.0,3387.5,3412.5,3300.0,3250.0,3295.0,3300.0,3325.0,3337.5,3350.0,3450.0,3495.0,3550.0,3525.0,3550.0,3475.0,3500.0,3500.0,3550.0,3475.0,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,3650.0,3650.0,3700.0,3650.0,3500.0,3575.0,3500.0,3750.0,3500.0,3495.0,3495.0,3500.0,3485.0,3497.5,3495.0,3462.5,3495.0,3485.0,3495.0,3495.0,3495.0,3600.0,3599.0,3495.0,3475.0,3495.0,3400.0,3495.0,3495.0,3475.0,3400.0,3395.0,3485.0,3495.0,3495.0,3525.0,3725.0,3600.0,3575.0,3550.0,3500.0,30.0,4.0
49,10301,56776.4674,75009.8666,38618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,7.0
50,10302,59919.3561,70774.0271,16580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.0,5.0
51,10303,54757.9811,66352.86,22842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,1.0
52,10304,46260.4767,65695.4113,36662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,3.0
53,10305,58937.658,75468.7376,37014,New York,NY,New York-Newark-Jersey City,Richmond County,1970.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2350.0,2000.0,2200.0,2200.0,2300.0,2400.0,2275.0,2350.0,1975.0,2200.0,2400.0,2400.0,2250.0,2300.0,2300.0,2300.0,2500.0,2450.0,2200.0,93.0,1.0
54,10305,58937.658,75468.7376,37014,New York,NY,New York-Newark-Jersey City,Richmond County,1970.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2350.0,2000.0,2200.0,2200.0,2300.0,2400.0,2275.0,2350.0,1975.0,2200.0,2400.0,2400.0,2250.0,2300.0,2300.0,2300.0,2500.0,2450.0,2200.0,93.0,1.0
55,10306,75212.0632,91445.7035,54812,New York,NY,New York-Newark-Jersey City,Richmond County,763.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200.0,2200.0,2000.0,2200.0,2300.0,2250.0,2200.0,2100.0,2300.0,2350.0,2300.0,2200.0,2400.0,2400.0,2200.0,2300.0,2300.0,2300.0,2300.0,113.0,1.0
56,10306,75212.0632,91445.7035,54812,New York,NY,New York-Newark-Jersey City,Richmond County,763.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200.0,2200.0,2000.0,2200.0,2300.0,2250.0,2200.0,2100.0,2300.0,2350.0,2300.0,2200.0,2400.0,2400.0,2200.0,2300.0,2300.0,2300.0,2300.0,113.0,6.0
57,10307,92780.8404,110791.465,11662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,1.0
58,10308,75667.7216,85725.9159,23972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,0.0
59,10309,84917.1256,98955.8089,27255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0,4.0
60,10310,65263.1506,77595.8957,22793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.0,6.0
61,10312,84524.3656,99002.3527,55963,New York,NY,New York-Newark-Jersey City,Richmond County,856.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200.0,2300.0,2275.0,2300.0,2100.0,2225.0,2200.0,2250.0,2300.0,2300.0,2350.0,2350.0,2400.0,2350.0,78.0,2.0
62,10314,78413.7436,90427.5476,85260,New York,NY,New York-Newark-Jersey City,Richmond County,103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100.0,2150.0,2000.0,2000.0,2250.0,2400.0,2200.0,2250.0,2275.0,2200.0,2175.0,2200.0,2200.0,2250.0,2000.0,1950.0,2100.0,2000.0,2200.0,2175.0,2250.0,2200.0,2125.0,2200.0,2300.0,2300.0,189.0,4.0
